,Shape_type,Latitude,r_pl,l_pl,t_pl,V_pl,S_pl,V_T,Shape_factor,Density,time_length
540,film,13.7,6.292574396115364e-05,0.012287,0.00224588,1.0436951992979326e-12,1.725562086999692e-07,1.0436951992979326e-12,0.20390176905336319,925,500
541,sphere,13.7,0.0001577306275093908,0.001691,0.00701767,1.643753545579273e-11,3.1263811693415264e-07,1.643753545579273e-11,0.8,958,500
542,sphere,13.7,5.885508651002746e-05,0.007375,0.00819296,8.539660719139453e-13,4.352891767995875e-08,8.539660719139453e-13,0.9,956,500
543,film,13.7,3.3446305718411285e-05,0.011286,0.00119567,1.5672312211368676e-13,4.878844632111768e-08,1.5672312211368676e-13,0.2037390085143966,977,500
544,film,13.7,2.8587731108665466e-06,0.005096,2.51e-05,9.786506185861831e-17,1.8349148688394513e-10,9.786506185861831e-17,0.3957658559032894,871,500
545,fiber,13.7,1.1189419275862729e-05,3.9999999999999996e-05,0.0082767,5.868285730747014e-15,2.3043040851391093e-09,5.868285730747014e-15,0.6041888931565492,891,500
546,fiber,13.7,1.2265834328298273e-05,5.6999999999999996e-05,0.00367657,7.730007098613283e-15,2.8955128726359014e-09,7.730007098613283e-15,0.4982430304971892,990,500
547,sphere,13.7,8.696010998775558e-05,0.012445,0.00833545,2.7545385226915284e-12,9.502765772994242e-08,2.7545385226915284e-12,0.9,876,500
548,fiber,13.7,0.00022600175974669829,0.001058,0.00932506,4.835307204544495e-11,9.845978068866258e-07,4.835307204544495e-11,0.4952600536422348,998,500
549,film,13.7,4.190783890134601e-05,0.011051,0.00019997,3.0830062602504886e-13,3.0917400569952343e-08,3.0830062602504886e-13,0.5047570865420704,971,500
550,fiber,13.7,8.156398098112888e-05,0.000225,0.00671941,2.2729184471143028e-12,1.205730520500235e-07,2.2729184471143028e-12,0.6968752839450316,946,500
551,film,13.7,0.00010874381883351075,0.004377,0.0002684,5.3864464967401e-12,1.7492425532406383e-07,5.3864464967401e-12,0.6006949670006464,945,500
552,sphere,13.7,1.493852888938285e-06,0.007299,0.00945294,1.3964072765295426e-17,2.8043068100005494e-11,1.3964072765295426e-17,0.8,989,500
553,film,13.7,4.83493893442429e-06,0.002472,4.163e-05,4.734363386280737e-16,5.204120608257153e-10,4.734363386280737e-16,0.3991439030259998,994,500
554,fiber,13.7,0.00010168137928040217,0.000363,0.00621399,4.40365102582522e-12,1.902560282323019e-07,4.40365102582522e-12,0.6047190599600377,861,500
555,film,13.7,0.00018369845841107368,0.01209,0.0015879400000000001,2.5966005486801655e-11,7.525250730871369e-07,2.5966005486801655e-11,0.3984601692375936,994,500
556,fiber,13.7,6.730904733330672e-05,0.00039799999999999997,0.00373105,1.2773471418974684e-12,9.276602639757077e-08,1.2773471418974684e-12,0.4035412092696957,872,500
557,film,13.7,3.195068919182783e-05,0.008820999999999999,0.00123955,1.3662472503463665e-13,4.6352370647855654e-08,1.3662472503463665e-13,0.19569664338239867,947,500
558,sphere,13.7,0.00015545548557735207,0.008113,0.00819696,1.573644993031922e-11,3.036840392966839e-07,1.573644993031922e-11,0.9,892,500
559,sphere,13.7,8.025256244772377e-05,0.001578,0.00703362,2.165037056071251e-12,8.093338044432719e-08,2.165037056071251e-12,0.9,892,500
560,film,13.7,0.00010284311113464861,0.007109,0.00049971,4.556320102708924e-12,1.8738549263802163e-07,4.556320102708924e-12,0.5015443168115782,991,500
561,fiber,13.7,0.0002747234173638413,0.0021839999999999997,0.00735902,8.685116529118934e-11,1.7029677366848512e-06,8.685116529118934e-11,0.3013257341397503,859,500
562,film,13.7,0.00015763776275868778,0.009287,0.00564846,1.6408519485018618e-11,1.0850166748838794e-06,1.6408519485018618e-11,0.2035068250288103,899,500
563,sphere,13.7,5.5000344169023456e-05,0.0038109999999999997,0.00408432,6.969230533936001e-13,3.801374685503031e-08,6.969230533936001e-13,0.9,974,500
564,film,13.7,9.495400791741611e-05,0.000843,0.00354862,3.586150495808992e-12,4.019188790714809e-07,3.586150495808992e-12,0.1993347707075432,850,500
565,film,13.7,0.000152584467023198,0.007255999999999999,0.00574892,1.488057059085035e-11,1.0420075441666916e-06,1.488057059085035e-11,0.1985384618806167,934,500
566,film,13.7,0.00015646504116500088,0.008296999999999999,0.00260177,1.6045031182606608e-11,7.366192262512386e-07,1.6045031182606608e-11,0.29531564384427805,965,500
567,fiber,13.7,1.41397988671197e-05,8e-06,0.00167553,1.1841815895515327e-14,7.011994185559443e-09,1.1841815895515327e-14,0.39841277604107617,985,500
568,film,13.7,0.00020302815544163445,0.0012929999999999999,6.562e-05,3.505560092571756e-11,1.238463257915051e-06,3.505560092571756e-11,0.2957496759481917,951,500
569,sphere,13.7,0.0001537222560611596,0.005372,0.00637143,1.521594249271786e-11,2.969500230336994e-07,1.521594249271786e-11,0.8,879,500
570,film,13.7,0.0002459970272391662,0.005889,0.00030728,6.235599103842144e-11,8.965522707354004e-07,6.235599103842144e-11,0.5997620318359257,980,500
571,film,13.7,2.9817296296020924e-05,0.00991,0.00025903,1.1104356397774798e-13,1.9869329834203965e-08,1.1104356397774798e-13,0.39760164167038764,881,500
572,fiber,13.7,7.035868765532292e-05,0.000256,0.00450378,1.4589546758633203e-12,9.130488072772958e-08,1.4589546758633203e-12,0.5972365301292751,885,500
573,film,13.7,0.0002209562587952812,0.009987,0.00366662,4.518637819776218e-11,1.467565425204514e-06,4.518637819776218e-11,0.2956037984825876,946,500
574,film,13.7,8.751396333293458e-05,0.011330999999999999,0.00043333,2.8075058324344906e-12,1.36602273729238e-07,2.8075058324344906e-12,0.49818614268982336,968,500
575,sphere,13.7,3.761847961216551e-05,0.004621999999999999,0.00399636,2.2299356297011847e-13,1.7783299479599713e-08,2.2299356297011847e-13,0.9,897,500
576,fiber,13.7,0.00010784577597666474,0.000502,0.0095869,5.254096296751454e-12,2.239216479363963e-07,5.254096296751454e-12,0.49756813729334787,988,500
577,fiber,13.7,5.31236800168235e-05,0.00018999999999999998,0.00120682,6.279904880273921e-13,5.194289559550703e-08,6.279904880273921e-13,0.6039965140802881,973,500
578,sphere,13.7,1.5128926312030691e-05,0.006456,0.00955569,1.4504839649082194e-14,2.8762463409345413e-09,1.4504839649082194e-14,0.9,920,500
579,sphere,13.7,5.410807435959274e-06,0.00079,0.0071202800000000005,6.635518187642414e-16,3.6790358552832205e-10,6.635518187642414e-16,0.9,885,500
580,film,13.7,6.93217913244436e-06,0.011630999999999999,1.654e-05,1.3953974959481507e-15,7.07274621467138e-10,1.3953974959481507e-15,0.603734987318459,977,500
581,film,13.7,0.00011798135058310407,0.009025,0.0045898,6.879053697687848e-12,6.328896411680385e-07,6.879053697687848e-12,0.19543106810360225,988,500
582,fiber,13.7,4.8626617420478335e-05,0.000561,0.00388281,4.816269602019355e-13,6.170362283608147e-08,4.816269602019355e-13,0.2012764209372327,855,500
583,fiber,13.7,5.6262105131748834e-06,2.6e-05,0.00664452,7.459960760035975e-16,6.084649328828678e-10,7.459960760035975e-16,0.5005040503400966,908,500
584,film,13.7,0.0001945653521303609,0.0019979999999999998,0.00712293,3.085212785541453e-11,1.6704554041887485e-06,3.085212785541453e-11,0.20136824688657323,907,500
585,sphere,13.7,7.3379854579461095e-06,0.0017259999999999999,0.00384191,1.6550806055018048e-15,6.766491763933229e-10,1.6550806055018048e-15,0.8,985,500
586,fiber,13.7,8.210208927457151e-05,0.000486,0.00627712,2.3182017851087454e-12,1.3806662260941407e-07,2.3182017851087454e-12,0.4031326649074935,925,500
587,sphere,13.7,9.548062722219234e-05,0.008586,0.0077408600000000004,3.646148890621123e-12,1.1456194822022466e-07,3.646148890621123e-12,0.9,859,500
588,sphere,13.7,7.181690828057447e-05,0.004909,0.00094544,1.5515605322406017e-12,6.481317155198167e-08,1.5515605322406017e-12,0.8,916,500
589,fiber,13.7,1.8268269810861677e-05,8.4e-05,0.00841888,2.553764591109292e-14,6.408082223357664e-09,2.553764591109292e-14,0.5025376785174831,931,500
590,sphere,13.7,2.0103691111176094e-05,0.0034969999999999997,0.00449675,3.4034236915000334e-14,5.078804194730181e-09,3.4034236915000334e-14,0.9,944,500
591,fiber,13.7,5.2704443152241874e-05,0.000143,0.00961999,6.132397484028028e-13,5.0349738504413996e-08,6.132397484028028e-13,0.7019529063462857,854,500
592,sphere,13.7,4.486309912364426e-05,0.0065179999999999995,0.0045769,3.782303919519467e-13,2.5292304767635245e-08,3.782303919519467e-13,0.9,905,500
593,film,13.7,7.979731113583527e-05,0.011136,0.00067887,2.1284006452076848e-12,1.4101922970006417e-07,2.1284006452076848e-12,0.4012296723919401,888,500
594,fiber,13.7,0.00011745634452119903,0.001354,0.0014262300000000001,6.787628290055176e-12,3.5989113447993185e-07,6.787628290055176e-12,0.2014569849240659,902,500
595,sphere,13.7,5.1333524514220725e-06,0.000775,0.00584486,5.666199480975925e-16,3.311402948421888e-10,5.666199480975925e-16,0.8,856,500
596,fiber,13.7,0.00021930685945253944,0.002596,0.0076723500000000005,4.418198830860353e-11,1.2686260621162965e-06,4.418198830860353e-11,0.1955347459276543,906,500
597,fiber,13.7,2.0337591333740013e-05,0.000233,0.00439755,3.523604518617318e-14,1.076216836010327e-08,3.523604518617318e-14,0.20286079895010148,855,500
598,film,13.7,0.0002318936786396935,0.002755,0.00365112,5.223424712881549e-11,1.5767007646969958e-06,5.223424712881549e-11,0.30305636376699535,862,500
599,film,13.7,7.248510792994717e-05,0.002167,0.00119735,1.5952728684983212e-12,1.5759376645258614e-07,1.5952728684983212e-12,0.2962466246538991,984,500
600,sphere,13.7,0.00014710377013916963,0.009731,0.00081198,1.3333986763184188e-11,2.7193021804749216e-07,1.3333986763184188e-11,0.8,942,500
601,fiber,13.7,9.84313014223322e-06,7.8e-05,0.00231604,3.994737909418852e-15,2.183633190434846e-09,3.994737909418852e-15,0.30233048624876907,979,500
602,fiber,13.7,0.00022091047061630113,0.000793,0.00873003,4.51582924590804e-11,8.986111872893368e-07,4.51582924590804e-11,0.6025578764587696,918,500
603,fiber,13.7,7.998230335260221e-05,0.0006389999999999999,0.00524001,2.14323765083065e-12,1.4460311518745232e-07,2.14323765083065e-12,0.29978257785821605,902,500
604,fiber,13.7,7.708634257915676e-05,0.00021099999999999998,0.00655253,1.918761216018809e-12,1.077020582840112e-07,1.918761216018809e-12,0.6992760127012039,980,500
605,sphere,13.7,4.33115716468076e-05,0.012065,0.00326382,3.4033016091867005e-13,2.3573157101798798e-08,3.4033016091867005e-13,0.8,969,500
606,film,13.7,0.00018103852480561,0.010579,0.00643977,2.4854304550252786e-11,1.4259302276805777e-06,2.4854304550252786e-11,0.2042389621303902,904,500
607,fiber,13.7,0.0001175477545450165,0.00043,0.00508659,6.803487976315567e-12,2.550248375943165e-07,6.803487976315567e-12,0.5951129453619611,873,500
608,sphere,13.7,6.772663655328961e-05,0.004811,0.00050543,1.3012691499635916e-12,5.76406514269925e-08,1.3012691499635916e-12,0.9,905,500
609,film,13.7,8.177260045960504e-05,0.012617,0.0030355300000000003,2.290403698790641e-12,2.9709122100435566e-07,2.290403698790641e-12,0.19999570337628242,964,500
610,fiber,13.7,0.0003443458434125822,0.00039099999999999996,0.00881457,1.7103033417825006e-10,2.6663765346510712e-06,1.7103033417825006e-10,0.7001955957580493,981,500
611,fiber,13.7,1.840381083999165e-05,8.599999999999999e-05,0.00904888,2.6110301800097697e-14,6.526457558736215e-09,2.6110301800097697e-14,0.49599069786314476,906,500
612,sphere,13.7,1.6053545550369896e-06,0.007902,0.00451109,1.733011733881397e-17,3.238558850025749e-11,1.733011733881397e-17,0.8,920,500
613,film,13.7,7.364254236471476e-05,0.006987999999999999,0.00121813,1.6729190594509242e-12,1.6277220894286267e-07,1.6729190594509242e-12,0.296054833192927,990,500
614,fiber,13.7,1.188113895831403e-05,3.2e-05,0.00168841,7.02526701023692e-15,2.5589401840390223e-09,7.02526701023692e-15,0.7041667689593033,924,500
615,film,13.7,4.597475448142314e-05,0.010646,0.00010886,4.0704916226728844e-13,3.1075708971495584e-08,4.0704916226728844e-13,0.6043835815338642,904,500
616,film,13.7,3.7151431606083455e-06,0.0056819999999999996,6.001e-05,2.1479059957780727e-16,4.096200297564579e-10,2.1479059957780727e-16,0.2994089572532617,875,500
617,fiber,13.7,9.86954206413022e-05,0.000597,0.00883882,4.026981332171326e-12,2.007943094770057e-07,4.026981332171326e-12,0.3950525834637902,911,500
618,film,13.7,4.965354297253053e-05,0.007911999999999999,0.00080913,5.127897515064237e-13,7.34752489206226e-08,5.127897515064237e-13,0.2981633677984835,944,500
619,film,13.7,0.00011465010506155633,0.01035,0.00098646,6.312653917979509e-12,2.925360833648134e-07,6.312653917979509e-12,0.39926784685077144,926,500
620,film,13.7,1.4988011643642516e-05,0.005088,0.00024148,1.4103297745613218e-14,6.658736570717261e-09,1.4103297745613218e-14,0.29977200722773234,967,500
621,sphere,13.7,0.00012572263759564437,0.012941,0.0040079,8.32394228737613e-12,1.9862633603380217e-07,8.32394228737613e-12,0.8,947,500
622,sphere,13.7,1.575741531202839e-05,0.009524,0.00199082,1.6388664111624396e-14,3.120181283623491e-09,1.6388664111624396e-14,0.8,963,500
623,sphere,13.7,5.200026714830974e-05,0.001898,0.00879769,5.889864907181859e-13,3.397981527892963e-08,5.889864907181859e-13,0.9,876,500
624,fiber,13.7,0.0002630603852869872,0.00155,0.00116541,7.625265414660412e-11,1.4154851186553336e-06,7.625265414660412e-11,0.40486868654696034,996,500
625,film,13.7,4.1326507808131086e-05,0.006402,5.424e-05,2.956478553425875e-13,2.5097016819851102e-08,2.956478553425875e-13,0.6046863710548133,904,500
626,film,13.7,4.3298684465444776e-05,0.000163,0.00021344000000000002,3.4002645975077546e-13,3.338561620938128e-08,3.4002645975077546e-13,0.4989819921630802,972,500
627,film,13.7,3.7121392654973585e-05,0.004828,0.00018382,2.1427001111705407e-13,2.4578843131689047e-08,2.1427001111705407e-13,0.49817502385763696,986,500
628,sphere,13.7,0.00011045160149420909,0.0033309999999999998,0.00568552,5.644229460316145e-12,1.5330414545266876e-07,5.644229460316145e-12,0.9,884,500
629,sphere,13.7,0.0002227016794641806,0.012581,0.00688729,4.6265694510647564e-11,6.232421949663242e-07,4.6265694510647564e-11,0.9,850,500
630,fiber,13.7,9.311221302209585e-05,0.001089,0.00183379,3.38149348936801e-12,2.275367613421249e-07,3.38149348936801e-12,0.19820748007039754,878,500
631,fiber,13.7,2.0949636799024596e-05,7.599999999999999e-05,5.894e-05,3.8513953657238295e-14,8.091910188938278e-09,3.8513953657238295e-14,0.5984049776988554,903,500
632,fiber,13.7,0.00012131006761085866,0.0009559999999999999,0.0009405,7.47789122691433e-12,3.3101357983742146e-07,7.47789122691433e-12,0.30406427438129985,942,500
633,fiber,13.7,3.989755437452531e-05,0.00010999999999999999,0.0069755,2.6602805250233466e-13,2.8850055172360003e-08,2.6602805250233466e-13,0.6970450803954354,927,500
634,fiber,13.7,0.00010150501261881986,0.000278,0.0008962,4.380776309720396e-12,1.8674220061903283e-07,4.380776309720396e-12,0.69909774850208,927,500
635,film,13.7,8.908661730132211e-05,0.00052,0.00044435,2.9615973676487158e-12,1.4192693040582075e-07,2.9615973676487158e-12,0.49688397853298083,868,500
636,fiber,13.7,6.457245776543812e-05,0.000749,0.00269046,1.1277960261264373e-12,1.0905233090815685e-07,1.1277960261264373e-12,0.20005811355049097,916,500
637,film,13.7,7.680663511745233e-05,0.012503,9.857e-05,1.8979502610755406e-12,8.699606969787344e-08,1.8979502610755406e-12,0.6025494744735475,914,500
638,fiber,13.7,0.00013345974736467153,0.00035999999999999997,0.00559301,9.957252138847242e-12,3.228754984349052e-07,9.957252138847242e-12,0.7037116730708375,954,500
639,sphere,13.7,7.217469881604987e-05,0.004337,0.00367249,1.5748657933167338e-12,6.546057631624736e-08,1.5748657933167338e-12,0.8,901,500
640,fiber,13.7,0.0003399424362584291,0.002751,0.00112702,1.6455260310453598e-10,2.6243403417464623e-06,1.6455260310453598e-10,0.29580565728057184,959,500
641,film,13.7,1.6146332891693006e-06,0.000922,1.3700000000000001e-05,1.7632354784361483e-17,5.7670104895847455e-11,1.7632354784361483e-17,0.4016908407441004,881,500
642,sphere,13.7,2.8998849211496953e-05,0.01243,0.00078531,1.0214824288865139e-13,1.056747895169786e-08,1.0214824288865139e-13,0.8,917,500
643,fiber,13.7,1.7304138416927313e-05,0.00014,0.00768591,2.1703938517116366e-14,6.799397514204695e-09,2.1703938517116366e-14,0.2958816841207309,925,500
644,fiber,13.7,9.911114761787027e-05,0.00045999999999999996,0.00873444,4.078083595538332e-12,1.889981932103074e-07,4.078083595538332e-12,0.49874960243610345,863,500
645,film,13.7,0.00036228666675648083,0.006418999999999999,0.00175938,1.991799698257293e-10,2.324913944170639e-06,1.991799698257293e-10,0.5016406083758314,944,500
646,film,13.7,5.2903729911215255e-05,0.007722,0.00206183,6.202224565737064e-13,1.2736829925805688e-07,6.202224565737064e-13,0.1952567702976085,918,500
647,fiber,13.7,1.642270500874497e-05,0.000133,0.0076175800000000005,1.855336485972115e-14,6.126545571137337e-09,1.855336485972115e-14,0.29557746181914274,852,500
648,fiber,13.7,9.648807286244814e-06,4.4999999999999996e-05,0.0071816,3.76278588764039e-15,1.793169719672089e-09,3.76278588764039e-15,0.4967856102292244,959,500
649,film,13.7,2.3442047162819518e-05,0.0017239999999999998,0.00038041,5.396040683610656e-14,1.6344545165124208e-08,5.396040683610656e-14,0.29875356566145367,851,500
650,film,13.7,0.00019638041252954653,0.0014349999999999999,0.0005000100000000001,3.172364733710876e-11,5.733554221771221e-07,3.172364733710876e-11,0.5976780111567677,866,500
651,film,13.7,3.391981688223915e-05,0.009778,0.00016829,1.6347415696853274e-13,2.053615996799062e-08,1.6347415696853274e-13,0.49783178970689007,942,500
652,film,13.7,0.00015536812394445655,0.006003,0.0013681400000000001,1.5709934503274166e-11,5.426709817812209e-07,1.5709934503274166e-11,0.3952593120386842,976,500
653,fiber,13.7,5.733251507949299e-05,0.000668,0.00106763,7.893899467494158e-13,8.612961380466804e-08,7.893899467494158e-13,0.1990548045432622,883,500
654,film,13.7,8.353599627131099e-05,0.011998,0.00020654,2.441797128888644e-12,1.0325372060974055e-07,2.441797128888644e-12,0.600532435731216,859,500
655,fiber,13.7,0.00016444277666834034,0.0018859999999999999,0.00235255,1.8626575341883365e-11,7.039242985038223e-07,1.8626575341883365e-11,0.2026142823811348,990,500
656,fiber,13.7,3.158549194583055e-05,1.8e-05,0.00747001,1.3199319627744266e-13,3.479590023903147e-08,1.3199319627744266e-13,0.40162104293063694,917,500
657,film,13.7,0.00017821106946301943,0.002534,0.0066654,2.3707875541149437e-11,1.416286865111212e-06,2.3707875541149437e-11,0.19925672670201605,929,500
658,fiber,13.7,0.00029031938293533924,0.000164,0.00528468,1.0249831020657598e-10,2.9595642767443395e-06,1.0249831020657598e-10,0.3977200155851189,993,500
659,film,13.7,5.66333385994384e-05,0.007657,0.00088807,7.608606131251172e-13,9.386049003253332e-08,7.608606131251172e-13,0.30363817886132344,999,500
660,film,13.7,5.885990292658411e-05,0.008803,0.00014623000000000001,8.541757424712436e-13,5.130102032656514e-08,8.541757424712436e-13,0.6000783334596046,864,500
661,fiber,13.7,2.4141129520918966e-06,2.8e-05,0.00525714,5.893338241245877e-17,1.524197639990067e-10,5.893338241245877e-17,0.20007575595447832,897,500
662,fiber,13.7,2.86189558466254e-05,0.00013199999999999998,0.00087766,9.8186089414363e-14,1.573728135365459e-08,9.8186089414363e-14,0.5012865263964741,951,500
663,film,13.7,1.9660723920424594e-05,0.003623,0.00074149,3.183370032950939e-14,1.730856042315326e-08,3.183370032950939e-14,0.19844169469709363,863,500
664,sphere,13.7,0.00016115932806830431,0.006715,0.00108967,1.7532948343584378e-11,3.2637791222646515e-07,1.7532948343584378e-11,0.9,975,500
665,sphere,13.7,8.85263311484959e-05,0.0071389999999999995,0.00976847,2.9060695698281325e-12,9.848153195076271e-08,2.9060695698281325e-12,0.9,856,500
666,film,13.7,2.943696147051133e-05,0.0034479999999999997,7.035e-05,1.0684828297657428e-13,1.2756601512553005e-08,1.0684828297657428e-13,0.6035952809064654,901,500
667,sphere,13.7,0.0002624542539774622,0.001919,0.0022382,7.572677442957584e-11,8.655996991698074e-07,7.572677442957584e-11,0.8,947,500
668,sphere,13.7,4.63911165307121e-05,0.009087999999999999,0.0073906300000000005,4.182087207292434e-13,2.704453473020283e-08,4.182087207292434e-13,0.9,868,500
669,film,13.7,1.4659529381245149e-05,0.001292,7.002e-05,1.3196194076047689e-14,3.784461477660502e-09,1.3196194076047689e-14,0.504580931103559,885,500
670,film,13.7,2.7854059742858492e-05,0.002561,6.99e-05,9.05219951743721e-14,1.150707998529861e-08,9.05219951743721e-14,0.5991102361554803,892,500
671,sphere,13.7,1.557185923474283e-05,0.0061909999999999995,0.00164923,1.581648656546816e-14,3.0471287327423696e-09,1.581648656546816e-14,0.8,996,500
672,fiber,13.7,2.4195573428655137e-06,2.8e-05,0.00683552,5.933300809710767e-17,1.529642609770498e-10,5.933300809710767e-17,0.20058314921060957,990,500
673,fiber,13.7,0.0002548136223044425,0.002941,0.00538033,6.930371798566836e-11,1.6946667035211106e-06,6.930371798566836e-11,0.20118084357623012,934,500
674,fiber,13.7,0.0006278219817644374,0.002894,0.00486821,1.0365688691382945e-09,7.572500995157549e-06,1.0365688691382945e-09,0.5015278216226484,899,500
675,fiber,13.7,0.0001992324808395844,0.002266,0.00959208,3.312600306920773e-11,1.029698846272639e-06,3.312600306920773e-11,0.20452140954942352,857,500
676,film,13.7,3.3991488674622374e-06,0.011925,0.0001229,1.6451259947964953e-16,5.06735113102342e-10,1.6451259947964953e-16,0.2026069028065194,904,500
677,fiber,13.7,5.85733403072213e-06,6.9e-05,0.00968434,8.417605806819865e-16,9.031240016430249e-10,8.417605806819865e-16,0.19660564014008394,956,500
678,fiber,13.7,0.00012209013045927938,0.000336,0.00539565,7.623076581207268e-12,2.701580471629007e-07,7.623076581207268e-12,0.6976067729924089,963,500
679,sphere,13.7,0.00012505483924560567,0.002985,0.00526491,8.19200325403255e-12,1.9652186121187017e-07,8.19200325403255e-12,0.9,983,500
680,film,13.7,0.00013293826753772297,0.012674,0.00065461,9.840986894473181e-12,3.1458853619063445e-07,9.840986894473181e-12,0.4991740533696559,918,500
681,film,13.7,7.650192789833462e-05,0.005522,0.00019528000000000001,1.875451116101284e-12,8.704794843429827e-08,1.875451116101284e-12,0.5974218271496399,971,500
682,film,13.7,1.6529122942017336e-05,0.004261,7.97e-06,1.8916380407154042e-14,6.123322736893418e-09,1.8916380407154042e-14,0.39646726603022797,922,500
683,fiber,13.7,1.2252026899229379e-05,7.3e-05,0.00519849,7.703931883217298e-15,3.080547032043571e-09,7.703931883217298e-15,0.400687365768371,993,500
684,sphere,13.7,6.216945608539939e-06,0.002384,0.0062280600000000005,1.0065139828841533e-15,4.856954103804047e-10,1.0065139828841533e-15,0.8,903,500
685,fiber,13.7,0.00013050909825317917,0.000475,0.00444778,9.311314080910183e-12,3.1416406429770654e-07,9.311314080910183e-12,0.5971177256084393,886,500
686,sphere,13.7,6.328051528116658e-05,0.004618,0.00193661,1.0614477723865835e-12,5.03210712335566e-08,1.0614477723865835e-12,0.9,979,500
687,fiber,13.7,7.031979759578986e-05,0.00042199999999999996,0.008005700000000001,1.4565367451124894e-12,1.0169247696244983e-07,1.4565367451124894e-12,0.39800322033086394,924,500
688,film,13.7,5.020891867011448e-05,0.009746,0.00079474,5.301896116124584e-13,7.410101290082522e-08,5.301896116124584e-13,0.3022960400942609,954,500
689,sphere,13.7,4.192090418006019e-05,0.009203,0.00359816,3.08589065345572e-13,2.20836648002707e-08,3.08589065345572e-13,0.8,963,500
690,fiber,13.7,0.0001139906784108505,0.000904,0.00102016,6.204354787117837e-12,2.929363513805071e-07,6.204354787117837e-12,0.30208712367989937,958,500
691,fiber,13.7,6.75815618780422e-06,5.4e-05,0.0021502500000000003,1.2929248507377946e-15,1.03244618536802e-09,1.2929248507377946e-15,0.29974060983365114,974,500
692,sphere,13.7,7.368646747768862e-05,0.008112,0.0090332,1.675914352460192e-12,6.823156584216655e-08,1.675914352460192e-12,0.8,958,500
693,sphere,13.7,8.644238375002824e-05,0.0018889999999999998,0.0005715,2.705632537056675e-12,9.389951154797224e-08,2.705632537056675e-12,0.8,866,500
694,fiber,13.7,0.00017008532529412727,0.00046899999999999996,0.00779681,2.0610529257592656e-11,5.243093621826328e-07,2.0610529257592656e-11,0.69700252681523,953,500
695,fiber,13.7,9.960208463057017e-05,8.7e-05,0.00017426,4.138985392510913e-12,2.5756664203486614e-07,4.138985392510913e-12,0.5976159052787124,992,500
696,fiber,13.7,6.383079768520789e-05,0.000175,0.009012880000000001,1.0893800674511501e-12,7.384571718048945e-08,1.0893800674511501e-12,0.6987790598244099,986,500
697,fiber,13.7,0.00011923633062410597,0.000134,0.00018926000000000001,7.100916684890177e-12,3.213165927395716e-07,7.100916684890177e-12,0.6967882479174016,862,500
698,sphere,13.7,9.102879881289107e-06,0.00731,0.0043989,3.1595486373111247e-15,1.041279906528993e-09,3.1595486373111247e-15,0.9,976,500
699,fiber,13.7,5.933446695583466e-05,0.000212,0.00302102,8.75003408374402e-13,6.479066260176503e-08,8.75003408374402e-13,0.6043908218772736,962,500
700,sphere,13.7,0.00036791664738007243,0.003787,0.00836009,2.0861086631064898e-10,1.7010173456093636e-06,2.0861086631064898e-10,0.9,869,500
701,fiber,13.7,0.00011119799933643954,0.0008979999999999999,0.00930649,5.759430340305668e-12,2.805914748436695e-07,5.759430340305668e-12,0.2964488234283642,905,500
702,fiber,13.7,6.52692627037097e-05,0.000514,0.00308779,1.1647017548170918e-12,9.579872175395048e-08,1.1647017548170918e-12,0.3042862765441897,960,500
703,fiber,13.7,6.0616294317608835e-05,0.00048199999999999995,0.00922238,9.329465393780372e-13,8.291442043809603e-08,9.329465393780372e-13,0.30125332745590516,901,500
704,film,13.7,8.437289624078151e-05,0.009776,0.00040499,2.5159237860206527e-12,1.255801620108119e-07,2.5159237860206527e-12,0.5037090359707995,994,500
705,film,13.7,5.135717522936828e-07,0.009476,8.49e-06,5.674034794591203e-19,7.914114997996933e-12,5.674034794591203e-19,0.2961384278803123,892,500
706,fiber,13.7,0.00010275220156573872,0.000277,0.00149752,4.54424791672488e-12,1.9139055061061012e-07,4.54424791672488e-12,0.7038934676156051,857,500
707,sphere,13.7,0.0001599149086794259,0.006294999999999999,0.00906278,1.7129925433977147e-11,3.213570062122861e-07,1.7129925433977147e-11,0.9,933,500
708,sphere,13.7,0.00033261842331515736,0.006617,0.00738554,1.541443146060232e-10,1.390280608058539e-06,1.541443146060232e-10,0.9,861,500
709,film,13.7,4.520734329029596e-05,0.010513,0.00071922,3.870040997995748e-13,6.021784848886374e-08,3.870040997995748e-13,0.30156962959274386,940,500
710,fiber,13.7,8.717841350412991e-05,3.9e-05,0.00349864,2.7753355157585536e-12,3.215301420956892e-07,2.7753355157585536e-12,0.30101161013843347,979,500
711,sphere,13.7,0.00017494858064489677,0.000672,0.0045146100000000005,2.2429514830697527e-11,3.8461897915406377e-07,2.2429514830697527e-11,0.9,973,500
712,sphere,13.7,7.2300065409825004e-06,0.0065309999999999995,0.00628015,1.583086625763101e-15,6.568818230479659e-10,1.583086625763101e-15,0.8,924,500
713,film,13.7,4.456994046404679e-05,0.006077,0.0016362500000000001,3.7086407945887355e-13,8.777801886163887e-08,3.7086407945887355e-13,0.20109126191403154,941,500
714,fiber,13.7,2.5249009101705455e-05,0.000149,0.00032409,6.742510414856363e-14,1.3045996141049738e-08,6.742510414856363e-14,0.4042921191728388,912,500
715,fiber,13.7,7.060064659122752e-05,0.000563,0.00227528,1.4740582469822649e-12,1.1259421029860532e-07,1.4740582469822649e-12,0.30036129440004344,958,500
