,Shape_type,Latitude,r_pl,l_pl,t_pl,V_pl,S_pl,V_T,Shape_factor,Density,time_length
2306,film,13.7,6.868290546628144e-05,0.0033929999999999997,0.00032758,1.357171044468982e-12,8.303083129299656e-08,1.357171044468982e-12,0.5048388833896207,908,500
2307,fiber,13.7,0.0002622444136264396,0.000939,0.00064576,7.554528187118761e-11,1.2659625148935118e-06,7.554528187118761e-11,0.6035502825101796,854,500
2308,fiber,13.7,2.519610955444321e-05,0.00015199999999999998,0.00397324,6.700220161898046e-14,1.3076045876915264e-08,6.700220161898046e-14,0.3960517366271032,924,500
2309,film,13.7,2.6793608557909153e-05,0.0077269999999999995,6.477e-05,8.057164564434735e-14,1.0586028436390648e-08,8.057164564434735e-14,0.6025931998137057,992,500
2310,fiber,13.7,0.0004248087673833133,0.003371,0.00823902,3.21121233418494e-10,4.069276727570248e-06,3.21121233418494e-10,0.30189540466368814,957,500
2311,fiber,13.7,7.42801691810066e-05,6.5e-05,0.00341224,1.7167508139104704e-12,1.430930496439944e-07,1.7167508139104704e-12,0.5984162901996539,923,500
2312,fiber,13.7,1.7813489290603565e-05,4.9e-05,0.00436008,2.3677486646500474e-14,5.751162424507236e-09,2.3677486646500474e-14,0.6977574275814813,876,500
2313,film,13.7,0.00012471607867360667,0.009275,0.00104038,8.125609574743458e-12,3.4155389329008197e-07,8.125609574743458e-12,0.4046509093221602,917,500
2314,film,13.7,0.00034139102862869514,0.006273,0.00086369,1.666651976868531e-10,1.7308881587992157e-06,1.666651976868531e-10,0.5983152434521202,936,500
2315,fiber,13.7,7.694564921878285e-05,0.00028,0.00677658,1.9082743562944583e-12,1.0920264619733578e-07,1.9082743562944583e-12,0.5971894705563294,976,500
2316,film,13.7,7.225655161487245e-05,0.0035039999999999997,0.0026025,1.5802300036155782e-12,2.285463310771543e-07,1.5802300036155782e-12,0.20299020170764265,922,500
2317,film,13.7,3.3569332368910785e-06,0.0045579999999999996,8.28e-06,1.5845893087004163e-16,1.6667907692010758e-10,1.5845893087004163e-16,0.6007574810018694,946,500
2318,fiber,13.7,7.616839087247533e-05,8.7e-05,0.00621743,1.8510278444350047e-12,1.3009007127304214e-07,1.8510278444350047e-12,0.7021136335937986,952,500
2319,film,13.7,2.038960312224638e-05,0.008125,0.00033581,3.550707738291655e-14,1.2452254478313422e-08,3.550707738291655e-14,0.29666370999639213,933,500
2320,fiber,13.7,8.161374962491739e-05,0.0006569999999999999,0.0044022,2.277081648986399e-12,1.5097596943084056e-07,2.277081648986399e-12,0.297428711489884,873,500
2321,fiber,13.7,0.00039475574199286916,0.0010789999999999999,0.00144066,2.576760039540409e-10,2.8244265820358368e-06,2.576760039540409e-10,0.6997077950054491,902,500
2322,sphere,13.7,6.71709668935179e-05,0.012433999999999999,0.00238854,1.2695020564236592e-12,5.669869506729558e-08,1.2695020564236592e-12,0.8,968,500
2323,film,13.7,2.7892692581833058e-06,0.012107999999999999,1.362e-05,9.089917261485554e-17,1.380786223313122e-10,9.089917261485554e-17,0.5006673855487331,921,500
2324,sphere,13.7,8.197169334652146e-05,0.011913,0.00309794,2.30717389639149e-12,8.443794932861651e-08,2.30717389639149e-12,0.9,880,500
2325,fiber,13.7,7.268052768215463e-05,0.00019899999999999999,0.00577506,1.6082102454830734e-12,9.574242361418462e-08,1.6082102454830734e-12,0.699184184269473,969,500
2326,sphere,13.7,3.8928406481046444e-05,0.003031,0.00894935,2.4710895750995526e-13,1.9043339800996084e-08,2.4710895750995526e-13,0.9,883,500
2327,sphere,13.7,3.6133610120168405e-05,0.012013,0.00700429,1.976162582851629e-13,1.6407128235564346e-08,1.976162582851629e-13,0.9,987,500
2328,film,13.7,4.755591872306899e-05,0.010617,0.00168045,4.505078239104721e-13,9.807306399512538e-08,4.505078239104721e-13,0.2049058109278058,957,500
2329,fiber,13.7,5.913624071449406e-05,0.000212,0.0069372800000000005,8.662629664900582e-13,6.438400220407748e-08,8.662629664900582e-13,0.6030776959253221,888,500
2330,film,13.7,0.00015578856186276505,0.008889,0.00019146,1.583781675901928e-11,3.6064787019665574e-07,1.583781675901928e-11,0.5979744538166984,910,500
2331,film,13.7,0.0001219220938941344,0.012936,4.025e-05,7.591644227381787e-12,4.391908910889864e-07,7.591644227381787e-12,0.30075050642500123,851,500
2332,sphere,13.7,0.00011599360839731782,0.006025,0.00074496,6.53718515923718e-12,1.6907444943462098e-07,6.53718515923718e-12,0.9,862,500
2333,fiber,13.7,0.00016795287080395577,0.001006,0.00774895,1.9844990900209624e-11,5.797815463443685e-07,1.9844990900209624e-11,0.3987114595561771,998,500
2334,fiber,13.7,8.664360418567811e-05,0.0006839999999999999,0.00254544,2.7245710543919972e-12,1.6896509285374406e-07,2.7245710543919972e-12,0.3035155942601641,858,500
2335,fiber,13.7,4.007661477142396e-05,3.5e-05,0.00199536,2.696259568646391e-13,4.1704192568014096e-08,2.696259568646391e-13,0.5975410472638162,892,500
2336,fiber,13.7,2.6529663241309797e-05,0.00031,0.00799405,7.821387824830112e-14,1.8464526287541316e-08,7.821387824830112e-14,0.19840864708218786,893,500
2337,film,13.7,1.8167720048316694e-05,0.008825999999999999,0.0001599,2.5118279957151163e-14,7.418520983509737e-09,2.5118279957151163e-14,0.39534695205765924,919,500
2338,sphere,13.7,5.6770167673497056e-05,0.006848,0.0044899,7.663887837197538e-13,4.04995518840544e-08,7.663887837197538e-13,0.8,903,500
2339,film,13.7,8.901125065438088e-06,0.003594,0.00013835,2.954087253578191e-15,2.308945971405695e-09,2.954087253578191e-15,0.3049094620839441,955,500
2340,film,13.7,4.331861029470855e-05,0.009325,0.00011216,3.4049611103737887e-13,2.7978467784093424e-08,3.4049611103737887e-13,0.5959639229760553,978,500
2341,film,13.7,6.149754767234683e-05,0.008395,0.00100542,9.742311303371929e-13,1.1288345895640155e-07,9.742311303371929e-13,0.29770090392572923,855,500
2342,film,13.7,8.648363749702357e-05,0.006999,0.00022416,2.7095080927302048e-12,1.1153810643211091e-07,2.7095080927302048e-12,0.5958534995787177,974,500
2343,fiber,13.7,9.794791727239692e-05,0.001112,0.00108846,3.936173440226054e-12,2.48686756270004e-07,3.936173440226054e-12,0.20493891055885755,880,500
2344,film,13.7,4.634433108538793e-05,0.010622,0.00022605,4.1694470574503015e-13,3.810385269074142e-08,4.1694470574503015e-13,0.5008633026640884,926,500
2345,film,13.7,1.860297123788313e-05,0.006983,0.0006970500000000001,2.6967181188123665e-14,1.5446695924990026e-08,2.6967181188123665e-14,0.19907828833357985,946,500
2346,film,13.7,0.00023151234073071644,0.005076,0.00199941,5.1976980596333554e-11,1.194769040877926e-06,5.1976980596333554e-11,0.3986201035197925,852,500
2347,film,13.7,5.057756257298607e-05,0.007285,0.00186762,5.419538395529431e-13,1.1335991359249407e-07,5.419538395529431e-13,0.20051697863349033,994,500
2348,film,13.7,5.900137006459975e-05,0.003457,0.00029415,8.603494763308199e-13,6.224294188159658e-08,8.603494763308199e-13,0.4969685981685498,954,500
2349,sphere,13.7,0.0004086851710345287,0.010867,0.00489584,2.8592705341972927e-10,2.0988800696825776e-06,2.8592705341972927e-10,0.9,946,500
2350,sphere,13.7,5.795359007435075e-05,0.006255,0.00494426,8.153229045204849e-13,4.2205646111370036e-08,8.153229045204849e-13,0.9,935,500
2351,film,13.7,0.0004042102182486639,0.006536999999999999,8.13e-05,2.766371320578848e-10,7.336966558179023e-06,2.766371320578848e-10,0.19787589982146753,891,500
2352,film,13.7,1.3507470391544978e-05,0.007343,0.00022369,1.03231130171664e-14,5.479131954494474e-09,1.03231130171664e-14,0.2958905907662876,910,500
2353,film,13.7,8.932355754478741e-05,0.00827,0.00075551,2.98529081182142e-12,1.762547488803401e-07,2.98529081182142e-12,0.40224074685100786,854,500
2354,sphere,13.7,0.00010960014432684503,0.0060079999999999995,0.00080652,5.514701214895769e-12,1.5094965199452805e-07,5.514701214895769e-12,0.8,984,500
2355,film,13.7,0.00023163034556729245,0.012346,0.00016958,5.2056501134483136e-11,9.470117989263896e-07,5.2056501134483136e-11,0.503419908541997,943,500
2356,sphere,13.7,4.4241180245043804e-05,0.008002,0.00160835,3.627176778139877e-13,2.459593137920106e-08,3.627176778139877e-13,0.9,912,500
2357,fiber,13.7,1.9467075773091603e-05,1.1e-05,0.00999893,3.090229736054774e-14,1.3303990499477432e-08,3.090229736054774e-14,0.39784665636563393,985,500
2358,fiber,13.7,4.535933398033768e-05,0.00020899999999999998,0.009917780000000001,3.9092065395655965e-13,3.952393917362596e-08,3.9092065395655965e-13,0.5016983244747746,976,500
2359,fiber,13.7,4.183481170107202e-05,0.00033,0.00474107,3.0669172977435317e-13,3.9380069927743605e-08,3.0669172977435317e-13,0.3037639493626826,867,500
2360,film,13.7,8.894674055032378e-05,0.0028469999999999997,0.0007752600000000001,2.947669062777697e-12,1.7706464113898408e-07,2.947669062777697e-12,0.3970297942101189,948,500
2361,fiber,13.7,0.0002060692872963942,0.001233,0.0006316000000000001,3.6654594256031354e-11,8.7252888944941e-07,3.6654594256031354e-11,0.3991076219225654,970,500
2362,sphere,13.7,2.3241671801758035e-05,0.011014999999999999,0.00357459,5.2588490114605656e-14,6.7880431188208825e-09,5.2588490114605656e-14,0.8,883,500
2363,film,13.7,4.530438677561712e-05,0.004398,0.00011017,3.89501718614567e-13,3.029247650998029e-08,3.89501718614567e-13,0.6020611433843098,862,500
2364,sphere,13.7,0.0001787496098733678,0.007993,0.00588886,2.3923455933515563e-11,4.015134234496579e-07,2.3923455933515563e-11,0.9,903,500
2365,film,13.7,0.00011901095801070673,0.012917,0.00100261,7.060727696300092e-12,3.123451516435293e-07,7.060727696300092e-12,0.4029340782620239,995,500
2366,sphere,13.7,0.00014576704340355719,0.009925,0.0065558100000000005,1.2973783444325161e-11,2.6701063165026557e-07,1.2973783444325161e-11,0.8,903,500
2367,fiber,13.7,0.000248143791902365,0.0029189999999999997,0.00610988,6.400278211347212e-11,1.6199260640565022e-06,6.400278211347212e-11,0.19692145678356446,892,500
2368,fiber,13.7,3.24436474089954e-05,0.00037999999999999997,0.0070804,1.4304662909944762e-13,2.764153872010926e-08,1.4304662909944762e-13,0.1978825631486906,924,500
2369,film,13.7,6.858311976645388e-05,0.005842,3.348e-05,1.3512643518229642e-12,1.0456406986214971e-07,1.3512643518229642e-12,0.3997117004009063,943,500
2370,fiber,13.7,7.071127111587174e-05,6.2e-05,0.00470281,1.4809982388125967e-12,1.2951690474217758e-07,1.4809982388125967e-12,0.5992895957003344,950,500
2371,fiber,13.7,0.00010687947243566819,0.001243,0.0033583000000000003,5.114127057199244e-12,2.9909257062265764e-07,5.114127057199244e-12,0.19946710724201627,953,500
2372,fiber,13.7,9.606504932746854e-05,0.000108,0.00434561,3.713512067783071e-12,2.0852945426933568e-07,3.713512067783071e-12,0.6969125110028179,993,500
2373,film,13.7,3.4931113091544045e-05,0.00015099999999999998,0.0005586,1.7853603423243766e-13,3.604045577284865e-08,1.7853603423243766e-13,0.3008357476819258,891,500
2374,sphere,13.7,0.0002874307375591091,0.004705,0.00742286,9.946911116976061e-11,1.0381886643140087e-06,9.946911116976061e-11,0.9,866,500
2375,sphere,13.7,3.1193854384192224e-05,0.0008749999999999999,0.00970365,1.2714395913181109e-13,1.2227789252896155e-08,1.2714395913181109e-13,0.9,990,500
2376,film,13.7,1.7788851653624095e-05,0.001266,0.00029531,2.357937826670546e-14,9.513968462993159e-09,2.357937826670546e-14,0.29554865382956286,961,500
2377,film,13.7,1.013305389392879e-05,0.005043,2.527e-05,4.358225192904094e-15,1.521352707045822e-09,4.358225192904094e-15,0.5997160330649673,980,500
2378,fiber,13.7,1.6457299606977698e-05,5.9e-05,0.0073411100000000005,1.8670860584309904e-14,4.986422120060607e-09,1.8670860584309904e-14,0.6030674892893653,945,500
2379,sphere,13.7,1.319200156266499e-05,0.00032199999999999997,0.00519482,9.616580945730591e-15,2.186911720723271e-09,9.616580945730591e-15,0.8,895,500
2380,sphere,13.7,6.592301610119561e-05,0.006175,0.00495501,1.2000513120092144e-12,5.461148698811353e-08,1.2000513120092144e-12,0.9,874,500
2381,fiber,13.7,5.663011024190072e-05,0.000261,0.00939425,7.607305030095773e-13,6.160929256545002e-08,7.607305030095773e-13,0.5015922377194646,940,500
2382,film,13.7,0.0001565665929385166,1.8999999999999998e-05,0.0003932,1.6076292973731464e-11,3.636128877926457e-07,1.6076292973731464e-11,0.5990372103422611,881,500
2383,film,13.7,0.00029909872828721794,0.004369,0.00249374,1.1208108043340236e-10,1.964006827994773e-06,1.1208108043340236e-10,0.4047445465587613,921,500
2384,sphere,13.7,1.2033518026098754e-05,0.004222,0.00516859,7.299051836194131e-15,1.8196802847754918e-09,7.299051836194131e-15,0.8,865,500
2385,film,13.7,3.185601812616782e-05,0.01115,0.00052956,1.354138477703219e-13,3.05302707375214e-08,1.354138477703219e-13,0.295356946997525,945,500
2386,fiber,13.7,1.6044298406235432e-05,0.00018999999999999998,0.00055458,1.7300187165305052e-14,6.791197202512636e-09,1.7300187165305052e-14,0.1954431344057783,936,500
2387,film,13.7,8.893673410373035e-05,0.008539999999999999,0.00336277,2.9466743425187395e-12,3.5462646672723293e-07,2.9466743425187395e-12,0.19819197981233705,867,500
2388,film,13.7,6.909005273273364e-06,0.001759,3.381e-05,1.3814500350847446e-15,8.478354443078839e-10,1.3814500350847446e-15,0.5002813878085062,869,500
2389,sphere,13.7,4.480638246356621e-05,0.011482,0.008442700000000001,3.7679770964761853e-13,2.5228395304218583e-08,3.7679770964761853e-13,0.9,875,500
2390,film,13.7,0.00013775094433976913,0.003841,0.00116958,1.0948947257234365e-11,4.1987220875334187e-07,1.0948947257234365e-11,0.40157522009540964,974,500
2391,film,13.7,0.00019130610664329763,0.010489,0.00047818000000000003,2.932750443419227e-11,5.424589302995659e-07,2.932750443419227e-11,0.5994951438863121,984,500
2392,fiber,13.7,2.9139966769405443e-05,0.000135,0.0042856100000000005,1.0364676840969262e-13,1.6331203901566494e-08,1.0364676840969262e-13,0.4994880949064558,938,500
2393,sphere,13.7,8.33576463487088e-05,0.007228,0.00288945,2.4261907354770925e-12,8.73173910883104e-08,2.4261907354770925e-12,0.8,945,500
2394,sphere,13.7,7.894439911649438e-05,0.005029,0.00656862,2.060879407214989e-12,7.83163630458641e-08,2.060879407214989e-12,0.9,983,500
2395,sphere,13.7,1.735269721162893e-05,0.005761,0.0057713700000000005,2.188716821622275e-14,3.7839365170657805e-09,2.188716821622275e-14,0.9,891,500
2396,film,13.7,8.260178007651284e-05,0.0060929999999999995,0.00019776,2.3607871295762847e-12,1.0047065402116455e-07,2.3607871295762847e-12,0.603440493487474,957,500
2397,sphere,13.7,0.0001341369326284689,0.008239,0.00760541,1.0109594169598498e-11,2.2610314634821604e-07,1.0109594169598498e-11,0.9,992,500
2398,fiber,13.7,1.7409431299497905e-05,0.000205,0.0063840500000000005,2.2102549051458603e-14,7.97703022499771e-09,2.2102549051458603e-14,0.19669742772624293,971,500
2399,sphere,13.7,1.1020898807796034e-05,0.003865,0.00053304,5.607117456060187e-15,1.5263140204391826e-09,5.607117456060187e-15,0.8,906,500
2400,film,13.7,2.747175383117378e-05,0.006816999999999999,0.00022909000000000002,8.684558959322956e-14,1.65699995317784e-08,8.684558959322956e-14,0.4047111247170889,862,500
2401,fiber,13.7,4.365537897275121e-05,3.1e-05,0.00304496,3.4849928977436215e-13,5.661928143500645e-08,3.4849928977436215e-13,0.5027287486740605,951,500
2402,fiber,13.7,1.6104982362896626e-05,4.4e-05,0.00424602,1.7497232792270937e-14,4.701055463765484e-09,1.7497232792270937e-14,0.6998490891410805,877,500
2403,film,13.7,4.706951170831591e-06,0.004297,4.084e-05,4.368252039833867e-16,4.948720319485659e-10,4.368252039833867e-16,0.3978151718572792,977,500
2404,sphere,13.7,1.0100242399338293e-05,0.010391,0.0066757000000000006,4.316025474852007e-15,1.2819569979235646e-09,4.316025474852007e-15,0.9,896,500
2405,sphere,13.7,9.618710125358395e-06,0.008161999999999999,0.00078053,3.727684258294399e-15,1.162635387607807e-09,3.727684258294399e-15,0.9,878,500
2406,film,13.7,7.568438302498996e-05,0.003359,0.00269155,1.8159648336145627e-12,2.491828050752332e-07,1.8159648336145627e-12,0.20426283047304641,996,500
2407,film,13.7,0.00014098329608073658,0.001707,0.00226011,1.1737931987223158e-11,5.877720684716917e-07,1.1737931987223158e-11,0.3004839237749874,943,500
2408,film,13.7,6.552960249096469e-05,0.004644,0.00032366000000000003,1.1786943717208038e-12,7.652241720953135e-08,1.1786943717208038e-12,0.49863327080199965,969,500
2409,sphere,13.7,1.0506922044151846e-05,0.000987,0.00934058,4.858644677587595e-15,1.3872696467635593e-09,4.858644677587595e-15,0.9,873,500
2410,film,13.7,6.300021697634579e-05,0.008067,0.0010452600000000001,1.0474052462694362e-12,1.1929774632417734e-07,1.0474052462694362e-12,0.29562878409966353,896,500
2411,film,13.7,4.821767418116094e-05,0.011080999999999999,0.00042368,4.695776124041251e-13,5.221753679915186e-08,4.695776124041251e-13,0.39563162579188926,853,500
2412,film,13.7,0.0004107179364650264,0.008387,8.583e-05,2.9021484081568293e-10,7.322029829410748e-06,2.9021484081568293e-10,0.2047154927426805,944,500
2413,sphere,13.7,2.1692856648247257e-05,0.0017079999999999999,0.00479869,4.276011340265373e-14,5.913483055184713e-09,4.276011340265373e-14,0.8,909,500
2414,sphere,13.7,5.01275714481971e-05,0.0036769999999999997,0.0061465700000000005,5.276167850933687e-13,3.1576442056760266e-08,5.276167850933687e-13,0.8,954,500
2415,fiber,13.7,7.074202605741204e-05,0.000257,0.0005920400000000001,1.4829315017954883e-12,9.228478006559008e-08,1.4829315017954883e-12,0.5978427774142009,923,500
2416,fiber,13.7,1.0826253864516109e-05,0.000124,0.00670467,5.315244285076811e-15,3.0493706920834076e-09,5.315244285076811e-15,0.20292000654340236,886,500
2417,sphere,13.7,0.00034779296748601235,0.002178,0.00435693,1.7621829614815002e-10,1.5200275389861403e-06,1.7621829614815002e-10,0.9,970,500
2418,sphere,13.7,7.561242288824458e-05,0.0022299999999999998,0.00501012,1.8107899402559351e-12,7.184493781923727e-08,1.8107899402559351e-12,0.9,877,500
2419,fiber,13.7,0.0001229016608549541,0.000741,0.00399719,7.776100499530997e-12,3.1106464607971543e-07,7.776100499530997e-12,0.3962656071739205,923,500
2420,sphere,13.7,1.3602309197922499e-05,0.008331,0.00924027,1.0542085577843116e-14,2.325065271884841e-09,1.0542085577843116e-14,0.8,917,500
2421,fiber,13.7,5.6468210929426434e-05,0.000202,0.00154216,7.542246014090163e-13,5.869047064345811e-08,7.542246014090163e-13,0.6039225405989427,981,500
2422,fiber,13.7,4.802785234855274e-05,0.00021999999999999998,0.00157592,4.640535611024645e-13,4.425525460303148e-08,4.640535611024645e-13,0.5040830895220514,997,500
2423,fiber,13.7,4.497279607112334e-05,0.00016199999999999998,0.00247356,3.8101167014619147e-13,3.725810461510886e-08,3.8101167014619147e-13,0.6011923598389625,870,500
2424,sphere,13.7,7.714764131709517e-05,0.000396,0.00107794,1.923342229627341e-12,7.47920038820868e-08,1.923342229627341e-12,0.9,952,500
2425,fiber,13.7,4.777081228791418e-05,0.00013099999999999999,0.00442335,4.566426664345349e-13,4.136084884956419e-08,4.566426664345349e-13,0.6987076131281456,954,500
2426,fiber,13.7,0.00010926911663068303,0.00012299999999999998,0.00613134,5.464883468408918e-12,2.696266501008071e-07,5.464883468408918e-12,0.6973328854645269,923,500
2427,sphere,13.7,4.6774895409776506e-05,0.004419,0.00408278,4.286739418780279e-13,2.749384716668527e-08,4.286739418780279e-13,0.9,993,500
2428,film,13.7,0.00015397752954118122,0.002977,0.00240045,1.5291871908540004e-11,6.91915678938902e-07,1.5291871908540004e-11,0.30447833011050546,927,500
2429,sphere,13.7,0.00010142128531041186,0.004395,0.00721957,4.369944682816445e-12,1.2926117045672548e-07,4.369944682816445e-12,0.9,980,500
2430,fiber,13.7,1.9509226370305417e-05,8.999999999999999e-05,0.0068651400000000005,3.110346357381473e-14,7.313412203178704e-09,3.110346357381473e-14,0.501209585854549,889,500
2431,film,13.7,4.4007837637387316e-05,0.008974,0.00011459,3.5700861668194524e-13,2.890451233206342e-08,3.5700861668194524e-13,0.5953731965736665,931,500
2432,sphere,13.7,4.960643386502269e-05,0.004999,0.00518036,5.113315984219849e-13,3.092330320377189e-08,5.113315984219849e-13,0.9,870,500
2433,fiber,13.7,5.5130650497621455e-05,4.8e-05,0.0017811300000000001,7.018882300772654e-13,7.906661853290564e-08,7.018882300772654e-13,0.5961920048935831,974,500
2434,fiber,13.7,0.00023919411979053212,0.0008539999999999999,0.00227889,5.7324477683886656e-11,1.052837923841195e-06,5.7324477683886656e-11,0.6046809946842885,953,500
2435,sphere,13.7,0.00017326265700363987,0.0027949999999999997,0.00095148,2.1787305320614774e-11,3.772417963120074e-07,2.1787305320614774e-11,0.9,968,500
2436,fiber,13.7,1.4087916456491583e-05,9.999999999999999e-06,0.00062119,1.1711941970390141e-14,5.897940435047071e-09,1.1711941970390141e-14,0.5025451190406651,938,500
2437,fiber,13.7,4.070872366292819e-05,0.000111,0.0039837200000000005,2.825862770931482e-13,3.0037012130160804e-08,2.825862770931482e-13,0.7004516365555,875,500
2438,film,13.7,9.727232201082339e-05,0.009864999999999999,0.00081169,3.855284735173935e-12,2.0780193367368148e-07,3.855284735173935e-12,0.40459810837329474,952,500
2439,film,13.7,5.586943865213805e-05,0.002156,0.00049056,7.304853873777261e-13,7.008346053570502e-08,7.304853873777261e-13,0.3957563972647823,874,500
2440,film,13.7,0.00019931959008360412,0.007975,0.00777505,3.316947253114609e-11,1.8087532290384523e-06,3.316947253114609e-11,0.19517110340521995,878,500
2441,sphere,13.7,2.3312534827038522e-06,0.005737,0.00113646,5.307097949292887e-17,6.829499222629666e-11,5.307097949292887e-17,0.8,977,500
2442,sphere,13.7,0.00028159048884691924,0.000446,0.0091423,9.352819533980596e-11,9.964277812378521e-07,9.352819533980596e-11,0.8,950,500
2443,film,13.7,0.00012375452271361605,0.012532,0.00060251,7.93911052339143e-12,2.7152665091277633e-07,7.93911052339143e-12,0.5011924987425973,913,500
2444,film,13.7,2.051545131397322e-06,0.0037259999999999997,1.768e-05,3.616861138685425e-17,9.373356321292733e-11,3.616861138685425e-17,0.3989898889833301,937,500
2445,sphere,13.7,0.0002146182127810377,0.009117,0.0052234000000000004,4.140838868869915e-11,5.788193110751373e-07,4.140838868869915e-11,0.8,965,500
2446,fiber,13.7,1.3406169133836387e-05,3.7e-05,0.00120786,1.0092591418073696e-14,3.2573338027877115e-09,1.0092591418073696e-14,0.6967230620324453,905,500
2447,fiber,13.7,3.267260930007351e-06,9e-06,0.00515351,1.4609658611862672e-16,1.934741616822226e-10,1.4609658611862672e-16,0.6973217499891985,980,500
2448,fiber,13.7,4.26479885434445e-05,0.000155,0.00925155,3.2492585309853965e-13,3.354241879169958e-08,3.2492585309853965e-13,0.5976813706573743,866,500
2449,fiber,13.7,4.095761242867172e-05,0.000243,0.00260396,2.8780113710459317e-13,3.4382662971819504e-08,2.8780113710459317e-13,0.4022775947218193,894,500
2450,fiber,13.7,6.718146342257614e-05,0.000405,0.00995069,1.2700972889288294e-12,9.29432246412875e-08,1.2700972889288294e-12,0.3963126422326048,903,500
2451,film,13.7,8.827073290302089e-05,0.004996,0.00073999,2.8809704702837585e-12,1.7146336284052365e-07,2.8809704702837585e-12,0.40379133402426876,870,500
2452,film,13.7,5.943633760363227e-05,0.00974,0.00028439,8.79517999711353e-13,6.224934369207355e-08,8.79517999711353e-13,0.5042712065090197,901,500
2453,sphere,13.7,4.6611697691794805e-05,0.011836,0.00049124,4.2420264547519554e-13,2.730232966068532e-08,4.2420264547519554e-13,0.8,997,500
2454,fiber,13.7,6.364140617888407e-05,0.000176,0.00712282,1.0797119553087185e-12,7.340585665336111e-08,1.0797119553087185e-12,0.6960957304109687,965,500
2455,fiber,13.7,4.521897967872411e-06,2.1e-05,0.00536942,3.873030217639591e-16,3.934700797457449e-10,3.873030217639591e-16,0.4985037842423788,879,500
2456,film,13.7,0.0002974486480620209,0.010471,0.00484117,1.1023629474843981e-10,2.635199113792067e-06,1.1023629474843981e-10,0.29833583964704247,990,500
2457,film,13.7,0.0002711060722488154,0.005281,0.00068693,8.346537412953133e-11,1.0918273797850513e-06,8.346537412953133e-11,0.598162765258126,954,500
2458,fiber,13.7,5.875130767218425e-05,0.000673,0.0028245,8.494566522139356e-13,8.980723998821474e-08,8.494566522139356e-13,0.2028916670268623,860,500
2459,sphere,13.7,9.448416630969086e-05,0.006879,0.00937949,3.533179609949601e-12,1.1218322861744562e-07,3.533179609949601e-12,0.8,898,500
2460,fiber,13.7,0.00024761303253195845,0.00014,0.00853268,6.35929696979961e-11,2.151424570285351e-06,6.35929696979961e-11,0.39811454904367505,896,500
2461,fiber,13.7,0.00010555665301713045,0.000381,0.0024645500000000002,4.926578904355704e-12,2.053045503821595e-07,4.926578904355704e-12,0.6003999342979606,980,500
2462,film,13.7,0.0002700292405566735,3.9e-05,0.00227614,8.247474743719458e-11,1.6083759403581822e-06,8.247474743719458e-11,0.4028365689159689,924,500
2463,film,13.7,2.002696413477642e-05,0.006043,0.00032632,3.364604097602489e-14,1.195231687698819e-08,3.364604097602489e-14,0.29817622200604443,897,500
2464,fiber,13.7,0.0001703671003869149,0.00011999999999999999,0.00324772,2.071313352856729e-11,8.671711130624721e-07,2.071313352856729e-11,0.49893298401714725,924,500
2465,fiber,13.7,0.00014976006749351615,0.001769,0.00355122,1.4069436077705638e-11,5.910648559830384e-07,1.4069436077705638e-11,0.19600286597962052,850,500
2466,fiber,13.7,0.0001810723861459107,8.099999999999999e-05,0.0067975200000000005,2.4868253362872923e-11,1.3871618591123262e-06,2.4868253362872923e-11,0.30099150761363436,893,500
2467,film,13.7,1.4336797741107284e-05,0.002747,0.0002246,1.2343692222516981e-14,6.012367570647133e-09,1.2343692222516981e-14,0.3037761399947633,991,500
2468,fiber,13.7,6.036754305269409e-05,0.000276,0.00281041,9.215080020643587e-13,6.988909912247568e-08,9.215080020643587e-13,0.5048539439803932,871,500
2469,film,13.7,2.9357157254264362e-05,0.01,7.297e-05,1.0598163296680078e-13,1.2762881733101151e-08,1.0598163296680078e-13,0.6000315959259991,938,500
2470,sphere,13.7,5.2804762200808245e-05,0.004911,0.00203516,6.167481888768846e-13,3.503935042060152e-08,6.167481888768846e-13,0.8,923,500
2471,fiber,13.7,1.2472468818975129e-05,4.4999999999999996e-05,0.00721012,8.127292494789923e-15,2.866225344423746e-09,8.127292494789923e-15,0.6005624886330297,924,500
2472,sphere,13.7,8.370613969592827e-05,0.008577999999999999,0.00624811,2.4567476594014055e-12,8.804901295146846e-08,2.4567476594014055e-12,0.9,905,500
2473,fiber,13.7,5.289022266500808e-06,6e-06,0.0020513000000000003,6.197475169787754e-16,6.293312943378469e-10,6.197475169787754e-16,0.6998897556591549,866,500
2474,sphere,13.7,4.751606189811919e-05,0.003375,2.117e-05,4.493760552063449e-13,2.837205171820852e-08,4.493760552063449e-13,0.9,943,500
2475,film,13.7,0.00019622141122205102,0.009122,0.00098783,3.164665363233818e-11,6.908455784774283e-07,3.164665363233818e-11,0.4952296898407311,871,500
2476,fiber,13.7,0.00011889042163880687,0.000707,0.00392028,7.039295733522256e-12,2.899064476131352e-07,7.039295733522256e-12,0.40141369126757387,885,500
2477,fiber,13.7,2.0106931137487342e-05,7.2e-05,0.0029435900000000003,3.405069502641972e-14,7.442231654577207e-09,3.405069502641972e-14,0.6035255573028422,962,500
2478,fiber,13.7,6.0113349573848904e-05,0.000356,0.00399093,9.09916191507093e-13,7.402523898498599e-08,9.09916191507093e-13,0.4029623598684506,932,500
